setCode,rarity,manaCost,colorIdentity,types,subtypes,power,toughness
ROE,rare,{4},0,Artifact,Equipment,0,0
ROE,rare,{6},0,Artifact,0,0,0
ROE,uncommon,{2},0,Artifact,Equipment,0,0
ROE,uncommon,{3},0,Artifact,Equipment,0,0
ROE,common,{2},0,Artifact,0,0,0
ROE,common,{3},0,"Artifact, Creature",Wall,0,4
ROE,uncommon,{2},0,"Artifact, Creature",Construct,2,2
ROE,rare,{7},0,Artifact,0,0,0
ROE,uncommon,{2},0,Artifact,Equipment,0,0
ROE,rare,0,0,Land,0,0,0
ROE,common,0,0,Land,0,0,0
ROE,common,0,W,Land,Plains,0,0
ROE,common,0,W,Land,Plains,0,0
ROE,common,0,W,Land,Plains,0,0
ROE,common,0,W,Land,Plains,0,0
ROE,common,0,U,Land,Island,0,0
ROE,common,0,U,Land,Island,0,0
ROE,common,0,U,Land,Island,0,0
ROE,common,0,U,Land,Island,0,0
ROE,common,0,B,Land,Swamp,0,0
ROE,common,0,B,Land,Swamp,0,0
ROE,common,0,B,Land,Swamp,0,0
ROE,common,0,B,Land,Swamp,0,0
ROE,common,0,R,Land,Mountain,0,0
ROE,common,0,R,Land,Mountain,0,0
ROE,common,0,R,Land,Mountain,0,0
ROE,common,0,R,Land,Mountain,0,0
ROE,common,0,G,Land,Forest,0,0
ROE,common,0,G,Land,Forest,0,0
ROE,common,0,G,Land,Forest,0,0
ROE,common,0,G,Land,Forest,0,0
