setCode,rarity,manaCost,colorIdentity,types,subtypes,power,toughness
XLN,common,{1}{R}{R},R,Sorcery,0,0,0
XLN,common,{2}{R},R,Creature,Dinosaur,4,2
XLN,common,{2}{R},R,Creature,"Orc, Pirate",3,3
XLN,common,{1}{R}{R},R,Sorcery,0,0,0
XLN,uncommon,{1}{R},R,Instant,0,0,0
XLN,uncommon,{2}{R},R,Creature,"Goblin, Pirate",0,5
XLN,uncommon,{1}{R},R,Enchantment,0,0,0
XLN,common,{1}{R},R,Creature,Dinosaur,2,1
XLN,uncommon,{1}{R},R,Creature,"Human, Shaman",1,2
XLN,rare,{2}{R},R,Creature,Dinosaur,3,3
XLN,uncommon,{1}{R},R,Creature,Dinosaur,1,1
XLN,rare,{1}{R}{R},R,Sorcery,0,0,0
XLN,uncommon,{R},R,Creature,"Goblin, Pirate",1,1
XLN,common,{R},R,Sorcery,0,0,0
XLN,mythic,{2}{R}{R},R,Creature,"Human, Pirate",3,3
XLN,common,{2}{R},R,Creature,"Goblin, Rogue",1,1
XLN,mythic,{5}{R}{R},R,Sorcery,0,0,0
XLN,uncommon,{4}{R},R,Creature,"Orc, Pirate",4,4
XLN,common,{4}{R},R,Creature,"Human, Pirate, Wizard",3,2
XLN,common,{4}{R}{R},R,Creature,Dinosaur,5,4
XLN,rare,{5}{R},R,Enchantment,0,0,0
XLN,common,{1}{R},R,Instant,0,0,0
XLN,common,{1}{R},R,Enchantment,Aura,0,0
XLN,common,{3}{R},R,Creature,Dinosaur,3,3
XLN,common,{1}{R},R,Creature,"Human, Knight",2,2
XLN,rare,{2}{R},R,Creature,"Human, Shaman",0,1
XLN,uncommon,{3}{R},R,Enchantment,0,0,0
XLN,common,{4}{R},R,Instant,0,0,0
XLN,rare,{3}{R},R,Enchantment,0,0,0
XLN,rare,0,R,Land,0,0,0
XLN,uncommon,{R}{R},R,Creature,"Goblin, Pirate",1,1
XLN,common,{6}{G}{G},G,Creature,Dinosaur,9,9
XLN,uncommon,{2}{G},G,Creature,"Human, Archer",1,4
XLN,common,{2}{G},G,Instant,0,0,0
XLN,common,{2}{G},G,Creature,Dryad,2,2
XLN,mythic,{4}{G}{G},G,Creature,Dinosaur,7,6
XLN,common,{4}{G}{G},G,Creature,Dinosaur,6,6
XLN,common,{G},G,Sorcery,0,0,0
XLN,common,{2}{G},G,Instant,0,0,0
XLN,common,{2}{G},G,Instant,0,0,0
XLN,rare,{2}{G},G,Creature,Dinosaur,3,2
XLN,rare,{1}{G},G,Creature,"Merfolk, Shaman",1,1
XLN,common,{1}{G},G,Creature,"Merfolk, Warrior",2,2
XLN,uncommon,{1}{G},G,Creature,"Human, Druid",1,1
XLN,uncommon,{3}{G},G,Sorcery,0,0,0
XLN,rare,{3}{G},G,Creature,"Human, Scout",4,3
XLN,common,{2}{G}{G},G,Creature,Dinosaur,3,4
XLN,rare,{2}{G},G,Enchantment,0,0,0
XLN,rare,0,G,Land,0,0,0
XLN,common,{1}{G},G,Creature,"Human, Druid",0,3
XLN,common,{1}{G},G,Creature,"Human, Shaman",2,2
XLN,common,{3}{G},G,Creature,"Merfolk, Shaman",2,2
XLN,common,{G},G,Creature,"Merfolk, Warrior",1,1
XLN,uncommon,{G},G,Creature,"Merfolk, Shaman",1,1
XLN,uncommon,{1}{G},G,Creature,"Merfolk, Scout",2,1
XLN,common,{2}{G},G,Enchantment,Aura,0,0
XLN,rare,{G},G,Creature,Dryad,3,3
XLN,common,{1}{G},G,Instant,0,0,0
XLN,uncommon,{2}{G},G,Creature,Dinosaur,2,3
XLN,common,{2}{G},G,Creature,Dinosaur,3,2
XLN,rare,{2}{G}{G},G,Creature,Dinosaur,4,5
XLN,common,{1}{G},G,Instant,0,0,0
XLN,uncommon,{2}{G},G,Sorcery,0,0,0
XLN,rare,{G},G,Enchantment,0,0,0
XLN,uncommon,{2}{G}{G},G,Instant,0,0,0
XLN,uncommon,{4}{G},G,Creature,Dinosaur,4,4
XLN,common,{4}{G},G,Creature,Dinosaur,4,4
XLN,uncommon,{5}{G}{G},G,Creature,Dinosaur,5,5
XLN,common,{2}{G},G,Creature,"Merfolk, Scout",2,2
XLN,uncommon,{1}{G},G,Instant,0,0,0
XLN,rare,{5}{G}{G},G,Creature,"Dinosaur, Avatar",5,5
XLN,uncommon,{2}{G},G,Creature,"Merfolk, Shaman",1,3
XLN,rare,{2}{G}{G},G,Creature,"Merfolk, Shaman",3,3
XLN,uncommon,{1}{G},G,Creature,Elemental,1,3
XLN,mythic,{1}{U}{B}{R},"B, R, U",Creature,"Human, Pirate",3,3
XLN,uncommon,{5}{G}{W},"G, W",Creature,Dinosaur,4,6
XLN,uncommon,{2}{W}{B},"B, W",Sorcery,0,0,0
XLN,uncommon,{3}{U}{B},"B, U",Creature,"Human, Pirate",3,3
XLN,uncommon,{B}{R},"B, R",Creature,"Orc, Pirate",2,2
XLN,mythic,{5}{R}{G}{W},"G, R, W",Creature,"Dinosaur, Avatar",7,6
XLN,rare,{2}{U}{B},"B, U",Creature,"Human, Pirate",2,3
XLN,mythic,{3}{R}{W},"R, W",Planeswalker,Huatli,0,0
XLN,uncommon,{2}{U}{R},"R, U",Creature,"Human, Pirate",4,3
XLN,uncommon,{3}{R}{G},"G, R",Creature,Dinosaur,5,5
XLN,rare,{3}{R}{G},"G, R",Creature,Dinosaur,4,4
XLN,uncommon,{1}{G}{U},"G, U",Creature,"Merfolk, Shaman",3,3
XLN,uncommon,{R}{W},"R, W",Creature,Dinosaur,2,2
XLN,mythic,{5}{G}{U},"G, U",Creature,"Merfolk, Shaman",*,*
XLN,mythic,{3}{W}{B},"B, W",Creature,"Vampire, Knight",4,4
XLN,mythic,{4}{B}{G},"B, G",Planeswalker,Vraska,0,0
XLN,common,{2},0,Artifact,Equipment,0,0
XLN,rare,{4},0,Artifact,Vehicle,2,10
XLN,rare,0,0,Land,0,0,0
XLN,rare,{2},0,Artifact,Equipment,0,0
XLN,rare,0,0,Land,0,0,0
XLN,uncommon,{5},0,Artifact,Vehicle,4,6
XLN,uncommon,{2},0,Artifact,0,0,0
XLN,rare,{3},0,Artifact,Vehicle,3,3
XLN,common,{4},0,"Artifact, Creature",Golem,3,3
XLN,common,{3},0,Artifact,0,0,0
XLN,uncommon,{2},0,Artifact,0,0,0
XLN,common,{3},0,Artifact,Equipment,0,0
XLN,rare,{4},0,Artifact,0,0,0
XLN,rare,0,0,Land,0,0,0
XLN,common,{1},0,Artifact,Equipment,0,0
XLN,uncommon,{1},0,Artifact,0,0,0
XLN,rare,{2},0,Artifact,Vehicle,2,2
XLN,uncommon,{3},0,Artifact,Vehicle,4,3
XLN,rare,{2},0,Artifact,0,0,0
XLN,rare,{2},0,Artifact,0,0,0
XLN,rare,0,0,Land,0,0,0
XLN,rare,{2},0,Artifact,0,0,0
XLN,rare,0,0,Land,0,0,0
XLN,rare,{5},0,Artifact,0,0,0
XLN,rare,0,"B, R",Land,0,0,0
XLN,rare,0,"B, U",Land,0,0,0
XLN,uncommon,0,0,Land,0,0,0
XLN,rare,0,"U, W",Land,0,0,0
XLN,rare,0,"G, R",Land,0,0,0
XLN,rare,0,"G, W",Land,0,0,0
XLN,uncommon,0,0,Land,0,0,0
XLN,common,0,0,Land,0,0,0
XLN,common,0,W,Land,Plains,0,0
XLN,common,0,W,Land,Plains,0,0
XLN,common,0,W,Land,Plains,0,0
XLN,common,0,W,Land,Plains,0,0
XLN,common,0,U,Land,Island,0,0
XLN,common,0,U,Land,Island,0,0
XLN,common,0,U,Land,Island,0,0
XLN,common,0,U,Land,Island,0,0
XLN,common,0,B,Land,Swamp,0,0
XLN,common,0,B,Land,Swamp,0,0
XLN,common,0,B,Land,Swamp,0,0
XLN,common,0,B,Land,Swamp,0,0
XLN,common,0,R,Land,Mountain,0,0
XLN,common,0,R,Land,Mountain,0,0
XLN,common,0,R,Land,Mountain,0,0
XLN,common,0,R,Land,Mountain,0,0
XLN,common,0,G,Land,Forest,0,0
XLN,common,0,G,Land,Forest,0,0
XLN,common,0,G,Land,Forest,0,0
XLN,common,0,G,Land,Forest,0,0
XLN,mythic,{4}{U}{U},U,Planeswalker,Jace,0,0
XLN,common,{3}{U},U,Enchantment,Aura,0,0
XLN,rare,{4}{U},U,Sorcery,0,0,0
XLN,uncommon,{1}{U},U,Creature,"Merfolk, Warrior",1,3
XLN,common,0,"G, U",Land,0,0,0
XLN,mythic,{4}{R}{W},"R, W",Planeswalker,Huatli,0,0
XLN,common,{1}{W},W,Creature,Dinosaur,2,2
XLN,uncommon,{R},R,Instant,0,0,0
XLN,rare,{3}{R}{W},"R, W",Creature,Dinosaur,4,4
XLN,common,0,"R, W",Land,0,0,0
