setCode,rarity,manaCost,colorIdentity,types,subtypes,power,toughness
SOK,uncommon,{3}{R},R,Creature,Spirit,3,1
SOK,rare,{3}{G}{G},G,Creature,Spirit,5,5
SOK,rare,{3}{G}{G},G,Creature,Spirit,7,3
SOK,rare,{5}{G}{G},G,Creature,"Kirin, Spirit",4,4
SOK,uncommon,{3}{G}{G},G,Creature,Spirit,3,3
SOK,uncommon,{1}{G},G,Enchantment,0,0,0
SOK,uncommon,{2}{G},G,Creature,"Human, Monk",1,1
SOK,common,{4}{G},G,Sorcery,0,0,0
SOK,common,{2}{G},G,Creature,Spirit,2,1
SOK,rare,{5}{G}{G}{G},G,Sorcery,0,0,0
SOK,common,{4}{G},G,Creature,Spirit,3,3
SOK,uncommon,{2}{G},G,Creature,Spirit,2,1
SOK,uncommon,{3}{G},G,Creature,Spirit,2,1
SOK,common,{2}{G},G,Instant,Arcane,0,0
SOK,uncommon,{3}{G},G,Creature,Spirit,4,4
SOK,uncommon,{1}{G}{G},G,Creature,"Snake, Warrior",2,3
SOK,rare,{3}{G}{G}{G},G,Creature,Spirit,*,*
SOK,common,{2}{G}{G},G,Creature,"Snake, Warrior, Archer",2,2
SOK,uncommon,{2}{G},G,Enchantment,0,0,0
SOK,common,{4}{G}{G},G,Creature,Spirit,6,4
SOK,common,{4}{G},G,Creature,"Human, Monk",4,3
SOK,common,{G},G,Creature,"Human, Druid",1,1
SOK,rare,{2}{G},G,Creature,"Human, Shaman",1,2
SOK,common,{1}{G}{G},G,Instant,Arcane,0,0
SOK,common,{G},G,Creature,"Snake, Shaman, Scout",1,1
SOK,rare,{1}{G}{G},G,Creature,"Snake, Monk",2,3
SOK,rare,0,G,Enchantment,0,0,0
SOK,rare,{2}{G}{G},G,Enchantment,0,0,0
SOK,uncommon,{3}{G},G,Sorcery,0,0,0
SOK,rare,{5}{G}{G}{G},G,Creature,Spirit,0,0
SOK,common,{1}{G},G,Creature,Spirit,1,2
SOK,uncommon,{2}{G}{G},G,Creature,"Antelope, Beast",5,4
SOK,rare,{8}{B}{B}{G}{G},"B, G",Creature,Spirit,8,8
SOK,rare,{2},0,Artifact,0,0,0
SOK,rare,{4},0,Artifact,0,0,0
SOK,uncommon,{2},0,Artifact,0,0,0
SOK,uncommon,{2},0,Artifact,0,0,0
SOK,uncommon,{2},0,Artifact,Equipment,0,0
SOK,uncommon,{1},0,Artifact,Equipment,0,0
SOK,rare,{1},0,Artifact,0,0,0
SOK,rare,{2},0,Artifact,0,0,0
SOK,uncommon,{5},0,Artifact,0,0,0
SOK,rare,{3},0,Artifact,0,0,0
SOK,rare,0,0,Land,0,0,0
SOK,rare,0,0,Land,0,0,0
SOK,rare,0,U,Land,0,0,0
SOK,rare,0,B,Land,0,0,0
