setCode,rarity,subtype_category,Common,Rare,Uncommon,Mythical,Angle,Other,Human,Zombies
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,rare,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,uncommon,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
CSP,common,Other,60,40,55,0,1.0,123.0,24.0,7.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
